"timestamp";"sensor_id";"data"
"2022-10-25 14:55:45";1;185
"2022-10-25 14:55:51";1;183
"2022-10-25 14:55:56";1;182
"2022-10-25 14:56:03";1;181
"2022-10-25 14:56:09";1;180
"2022-10-25 14:56:15";1;180
"2022-10-25 14:56:22";1;180
"2022-10-25 14:56:28";1;179
"2022-10-25 14:56:34";1;178
"2022-10-25 14:56:39";1;177
"2022-10-25 14:56:48";1;176
"2022-10-25 14:56:55";1;176
"2022-10-25 14:57:01";1;175
"2022-10-25 15:20:43";1;145
"2022-10-25 15:20:49";1;148
"2022-10-25 15:20:59";1;149
"2022-10-25 15:21:05";1;149
"2022-10-25 15:21:11";1;150
"2022-10-25 15:21:17";1;152
"2022-10-25 15:21:24";1;152
"2022-10-25 15:21:30";1;152
"2022-10-25 15:21:39";1;152
"2022-10-25 15:21:51";1;151
"2022-10-25 15:21:58";1;150
"2022-10-25 15:22:04";1;149
"2022-10-25 15:22:10";1;149
"2022-10-25 15:22:16";1;148
"2022-10-25 15:22:22";1;148
"2022-10-25 15:22:56";1;148
"2022-10-25 15:23:06";1;149
"2022-10-25 15:23:11";1;149
"2022-10-25 15:23:21";1;149
"2022-10-25 15:23:30";1;149
